RecordNumber,SourceName,TaskCategory,EventCode,EventType,Type
22825,BTHUSB,"The operation completed successfully.",37,4,Information
22824,RFCOMM,"The operation completed successfully.",1,4,Information
22823,BTHUSB,"The operation completed successfully.",37,4,Information
22822,BTHUSB,"The operation completed successfully.",37,4,Information
22821,RFCOMM,"The operation completed successfully.",1,4,Information
22820,BTHUSB,"The operation completed successfully.",37,4,Information
22819,BTHUSB,"The operation completed successfully.",37,4,Information
22818,RFCOMM,"The operation completed successfully.",1,4,Information
22817,BTHUSB,"The operation completed successfully.",37,4,Information
22816,BTHUSB,"The operation completed successfully.",37,4,Information
22815,RFCOMM,"The operation completed successfully.",1,4,Information
22814,BTHUSB,"The operation completed successfully.",37,4,Information
22813,BTHUSB,"The operation completed successfully.",37,4,Information
22812,RFCOMM,"The operation completed successfully.",1,4,Information
22811,BTHUSB,"The operation completed successfully.",37,4,Information
22810,BTHUSB,"The operation completed successfully.",37,4,Information
22809,RFCOMM,"The operation completed successfully.",1,4,Information
22808,BTHUSB,"The operation completed successfully.",37,4,Information
22807,BTHUSB,"The operation completed successfully.",37,4,Information
22806,RFCOMM,"The operation completed successfully.",1,4,Information
22805,BTHUSB,"The operation completed successfully.",37,4,Information
22804,BTHUSB,"The operation completed successfully.",37,4,Information
22803,RFCOMM,"The operation completed successfully.",1,4,Information
22802,BTHUSB,"The operation completed successfully.",37,4,Information
22801,BTHUSB,"The operation completed successfully.",37,4,Information
22800,RFCOMM,"The operation completed successfully.",1,4,Information
22799,BTHUSB,"The operation completed successfully.",37,4,Information
22798,BTHUSB,"The operation completed successfully.",37,4,Information
22797,RFCOMM,"The operation completed successfully.",1,4,Information
22796,BTHUSB,"The operation completed successfully.",37,4,Information
22795,BTHUSB,"The operation completed successfully.",37,4,Information
22794,RFCOMM,"The operation completed successfully.",1,4,Information
22793,BTHUSB,"The operation completed successfully.",37,4,Information
22792,BTHUSB,"The operation completed successfully.",37,4,Information
22791,RFCOMM,"The operation completed successfully.",1,4,Information
22790,BTHUSB,"The operation completed successfully.",37,4,Information
22789,BTHUSB,"The operation completed successfully.",37,4,Information
22788,RFCOMM,"The operation completed successfully.",1,4,Information
22787,BTHUSB,"The operation completed successfully.",37,4,Information
22786,BTHUSB,"The operation completed successfully.",37,4,Information
22785,RFCOMM,"The operation completed successfully.",1,4,Information
22784,BTHUSB,"The operation completed successfully.",37,4,Information
22783,BTHUSB,"The operation completed successfully.",37,4,Information
22782,RFCOMM,"The operation completed successfully.",1,4,Information
22781,BTHUSB,"The operation completed successfully.",37,4,Information
22780,BTHUSB,"The operation completed successfully.",37,4,Information
22779,RFCOMM,"The operation completed successfully.",1,4,Information
22778,BTHUSB,"The operation completed successfully.",37,4,Information
22777,BTHUSB,"The operation completed successfully.",37,4,Information
22776,RFCOMM,"The operation completed successfully.",1,4,Information
22775,BTHUSB,"The operation completed successfully.",37,4,Information
22774,BTHUSB,"The operation completed successfully.",37,4,Information
22773,RFCOMM,"The operation completed successfully.",1,4,Information
22772,BTHUSB,"The operation completed successfully.",37,4,Information
22771,BTHUSB,"The operation completed successfully.",37,4,Information
22770,RFCOMM,"The operation completed successfully.",1,4,Information
22769,BTHUSB,"The operation completed successfully.",37,4,Information
22768,BTHUSB,"The operation completed successfully.",37,4,Information
22767,RFCOMM,"The operation completed successfully.",1,4,Information
22766,BTHUSB,"The operation completed successfully.",37,4,Information
22765,BTHUSB,"The operation completed successfully.",37,4,Information
22764,RFCOMM,"The operation completed successfully.",1,4,Information
22763,BTHUSB,"The operation completed successfully.",37,4,Information
22762,BTHUSB,"The operation completed successfully.",37,4,Information
22761,RFCOMM,"The operation completed successfully.",1,4,Information
22760,BTHUSB,"The operation completed successfully.",37,4,Information
22759,BTHUSB,"The operation completed successfully.",37,4,Information
22758,RFCOMM,"The operation completed successfully.",1,4,Information
22757,BTHUSB,"The operation completed successfully.",37,4,Information
22756,BTHUSB,"The operation completed successfully.",37,4,Information
22755,RFCOMM,"The operation completed successfully.",1,4,Information
22754,BTHUSB,"The operation completed successfully.",37,4,Information
22753,BTHUSB,"The operation completed successfully.",37,4,Information
22752,RFCOMM,"The operation completed successfully.",1,4,Information
22751,BTHUSB,"The operation completed successfully.",37,4,Information
22750,BTHUSB,"The operation completed successfully.",37,4,Information
22749,RFCOMM,"The operation completed successfully.",1,4,Information
22748,BTHUSB,"The operation completed successfully.",37,4,Information
22747,BTHUSB,"The operation completed successfully.",37,4,Information
22746,RFCOMM,"The operation completed successfully.",1,4,Information
22745,BTHUSB,"The operation completed successfully.",37,4,Information
22744,BTHUSB,"The operation completed successfully.",37,4,Information
22743,RFCOMM,"The operation completed successfully.",1,4,Information
22742,BTHUSB,"The operation completed successfully.",37,4,Information
22741,BTHUSB,"The operation completed successfully.",37,4,Information
22740,RFCOMM,"The operation completed successfully.",1,4,Information
22739,BTHUSB,"The operation completed successfully.",37,4,Information
22738,BTHUSB,"The operation completed successfully.",37,4,Information
22737,RFCOMM,"The operation completed successfully.",1,4,Information
22736,BTHUSB,"The operation completed successfully.",37,4,Information
22735,BTHUSB,"The operation completed successfully.",37,4,Information
22734,RFCOMM,"The operation completed successfully.",1,4,Information
22733,BTHUSB,"The operation completed successfully.",37,4,Information
22732,BTHUSB,"The operation completed successfully.",37,4,Information
22731,RFCOMM,"The operation completed successfully.",1,4,Information
22730,RFCOMM,"The operation completed successfully.",1,4,Information
22729,BTHUSB,"The operation completed successfully.",37,4,Information
22728,BTHUSB,"The operation completed successfully.",37,4,Information
22727,RFCOMM,"The operation completed successfully.",1,4,Information
22726,BTHUSB,"The operation completed successfully.",37,4,Information
22725,BTHUSB,"The operation completed successfully.",37,4,Information
22724,RFCOMM,"The operation completed successfully.",1,4,Information
22723,RFCOMM,"The operation completed successfully.",1,4,Information
22722,BTHUSB,"The operation completed successfully.",37,4,Information
22721,BTHUSB,"The operation completed successfully.",37,4,Information
22720,RFCOMM,"The operation completed successfully.",1,4,Information
22719,BTHUSB,"The operation completed successfully.",37,4,Information
22718,BTHUSB,"The operation completed successfully.",37,4,Information
22717,RFCOMM,"The operation completed successfully.",1,4,Information
22716,BTHUSB,"The operation completed successfully.",37,4,Information
22715,BTHUSB,"The operation completed successfully.",37,4,Information
22714,RFCOMM,"The operation completed successfully.",1,4,Information
22713,BTHUSB,"The operation completed successfully.",37,4,Information
22712,BTHUSB,"The operation completed successfully.",37,4,Information
22711,RFCOMM,"The operation completed successfully.",1,4,Information
22710,BTHUSB,"The operation completed successfully.",37,4,Information
22709,BTHUSB,"The operation completed successfully.",37,4,Information
22708,RFCOMM,"The operation completed successfully.",1,4,Information
22707,BTHUSB,"The operation completed successfully.",37,4,Information
22706,BTHUSB,"The operation completed successfully.",37,4,Information
22705,RFCOMM,"The operation completed successfully.",1,4,Information
22704,BTHUSB,"The operation completed successfully.",37,4,Information
22703,BTHUSB,"The operation completed successfully.",37,4,Information
22702,RFCOMM,"The operation completed successfully.",1,4,Information
22701,BTHUSB,"The operation completed successfully.",37,4,Information
22700,BTHUSB,"The operation completed successfully.",37,4,Information
22699,RFCOMM,"The operation completed successfully.",1,4,Information
22698,BTHUSB,"The operation completed successfully.",37,4,Information
22697,BTHUSB,"The operation completed successfully.",37,4,Information
22696,RFCOMM,"The operation completed successfully.",1,4,Information
22695,BTHUSB,"The operation completed successfully.",37,4,Information
22694,BTHUSB,"The operation completed successfully.",37,4,Information
22693,RFCOMM,"The operation completed successfully.",1,4,Information
22692,BTHUSB,"The operation completed successfully.",37,4,Information
22691,BTHUSB,"The operation completed successfully.",37,4,Information
22690,RFCOMM,"The operation completed successfully.",1,4,Information
22689,BTHUSB,"The operation completed successfully.",37,4,Information
22688,BTHUSB,"The operation completed successfully.",37,4,Information
22687,RFCOMM,"The operation completed successfully.",1,4,Information
22686,BTHUSB,"The operation completed successfully.",37,4,Information
22685,BTHUSB,"The operation completed successfully.",37,4,Information
22684,RFCOMM,"The operation completed successfully.",1,4,Information
22683,BTHUSB,"The operation completed successfully.",37,4,Information
22682,BTHUSB,"The operation completed successfully.",37,4,Information
22681,RFCOMM,"The operation completed successfully.",1,4,Information
22680,BTHUSB,"The operation completed successfully.",37,4,Information
22679,BTHUSB,"The operation completed successfully.",37,4,Information
22678,RFCOMM,"The operation completed successfully.",1,4,Information
